Temperature (K)	Pressure (MPa)	Density (l, mol/m3)	Volume (l, m3/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/m3)	Volume (v, m3/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
109.22	0.63196	31255.	3.1995e-05	-3.6988	-3.6786	65.135	19.026	48.384	675.49	-0.21898	0.00014380	0.096890	0.0072854	793.19	0.0012607	1.1522	1.9490	116.66	14.446	28.117	182.78	21.326	9.3211e-06	0.0077522
109.33	0.63665	31234.	3.2016e-05	-3.6935	-3.6731	65.183	19.017	48.419	674.59	-0.21754	0.00014338	0.096747	0.0072603	798.83	0.0012518	1.1523	1.9493	116.61	14.455	28.164	182.82	21.284	9.3334e-06	0.0077672
109.44	0.64136	31214.	3.2037e-05	-3.6882	-3.6677	65.232	19.008	48.456	673.69	-0.21609	0.00014296	0.096603	0.0072353	804.50	0.0012430	1.1524	1.9496	116.56	14.465	28.211	182.86	21.242	9.3458e-06	0.0077822
109.56	0.64610	31193.	3.2059e-05	-3.6829	-3.6622	65.280	18.999	48.492	672.79	-0.21464	0.00014255	0.096460	0.0072104	810.20	0.0012343	1.1525	1.9499	116.51	14.475	28.259	182.89	21.200	9.3583e-06	0.0077972
109.67	0.65086	31172.	3.2080e-05	-3.6776	-3.6568	65.328	18.989	48.528	671.90	-0.21317	0.00014214	0.096317	0.0071854	815.93	0.0012256	1.1525	1.9502	116.46	14.484	28.307	182.93	21.158	9.3707e-06	0.0078123
109.78	0.65565	31151.	3.2101e-05	-3.6724	-3.6513	65.377	18.980	48.565	671.00	-0.21170	0.00014173	0.096173	0.0071605	821.69	0.0012170	1.1526	1.9505	116.41	14.494	28.355	182.96	21.117	9.3832e-06	0.0078275
109.89	0.66046	31130.	3.2123e-05	-3.6671	-3.6458	65.425	18.971	48.602	670.10	-0.21022	0.00014132	0.096030	0.0071355	827.49	0.0012085	1.1526	1.9508	116.35	14.504	28.404	183.00	21.075	9.3956e-06	0.0078427
110.00	0.66530	31110.	3.2144e-05	-3.6618	-3.6404	65.473	18.962	48.639	669.19	-0.20873	0.00014091	0.095887	0.0071106	833.31	0.0012000	1.1527	1.9511	116.30	14.513	28.453	183.03	21.034	9.4081e-06	0.0078580
110.11	0.67017	31089.	3.2166e-05	-3.6565	-3.6349	65.522	18.953	48.677	668.29	-0.20724	0.00014051	0.095743	0.0070857	839.17	0.0011917	1.1527	1.9513	116.25	14.523	28.502	183.07	20.992	9.4206e-06	0.0078733
110.22	0.67506	31068.	3.2188e-05	-3.6512	-3.6294	65.570	18.945	48.715	667.39	-0.20573	0.00014010	0.095600	0.0070609	845.06	0.0011834	1.1528	1.9516	116.20	14.533	28.551	183.10	20.951	9.4332e-06	0.0078887
110.34	0.67997	31047.	3.2209e-05	-3.6458	-3.6239	65.618	18.936	48.753	666.48	-0.20422	0.00013970	0.095457	0.0070360	850.98	0.0011751	1.1528	1.9518	116.15	14.543	28.601	183.14	20.910	9.4457e-06	0.0079041
110.45	0.68491	31026.	3.2231e-05	-3.6405	-3.6185	65.666	18.927	48.791	665.58	-0.20270	0.00013929	0.095314	0.0070112	856.93	0.0011670	1.1528	1.9521	116.10	14.553	28.651	183.17	20.869	9.4583e-06	0.0079196
110.56	0.68988	31005.	3.2253e-05	-3.6352	-3.6130	65.715	18.918	48.829	664.67	-0.20117	0.00013889	0.095171	0.0069864	862.92	0.0011589	1.1528	1.9523	116.05	14.563	28.702	183.20	20.828	9.4709e-06	0.0079352
110.67	0.69487	30984.	3.2275e-05	-3.6299	-3.6075	65.763	18.909	48.868	663.77	-0.19963	0.00013849	0.095028	0.0069616	868.94	0.0011508	1.1528	1.9525	116.00	14.573	28.752	183.24	20.787	9.4835e-06	0.0079508
110.78	0.69989	30963.	3.2297e-05	-3.6246	-3.6020	65.811	18.900	48.907	662.86	-0.19809	0.00013809	0.094885	0.0069368	874.99	0.0011429	1.1528	1.9527	115.95	14.583	28.803	183.27	20.746	9.4961e-06	0.0079664
110.89	0.70494	30942.	3.2319e-05	-3.6193	-3.5965	65.859	18.892	48.946	661.95	-0.19653	0.00013770	0.094742	0.0069121	881.07	0.0011350	1.1528	1.9529	115.90	14.593	28.855	183.30	20.706	9.5088e-06	0.0079821
111.00	0.71001	30921.	3.2341e-05	-3.6139	-3.5910	65.907	18.883	48.986	661.04	-0.19497	0.00013730	0.094599	0.0068873	887.19	0.0011272	1.1528	1.9531	115.85	14.603	28.906	183.33	20.665	9.5215e-06	0.0079979
111.12	0.71511	30899.	3.2363e-05	-3.6086	-3.5855	65.956	18.874	49.025	660.13	-0.19340	0.00013691	0.094456	0.0068626	893.34	0.0011194	1.1528	1.9533	115.80	14.613	28.958	183.37	20.625	9.5342e-06	0.0080137
111.23	0.72023	30878.	3.2385e-05	-3.6033	-3.5799	66.004	18.865	49.065	659.22	-0.19182	0.00013651	0.094313	0.0068379	899.53	0.0011117	1.1528	1.9535	115.75	14.623	29.011	183.40	20.584	9.5469e-06	0.0080296
111.34	0.72539	30857.	3.2407e-05	-3.5979	-3.5744	66.052	18.857	49.105	658.31	-0.19023	0.00013612	0.094171	0.0068132	905.74	0.0011041	1.1527	1.9536	115.70	14.633	29.063	183.43	20.544	9.5596e-06	0.0080456
111.45	0.73056	30836.	3.2430e-05	-3.5926	-3.5689	66.100	18.848	49.146	657.39	-0.18863	0.00013573	0.094028	0.0067886	911.99	0.0010965	1.1527	1.9538	115.65	14.643	29.116	183.46	20.504	9.5724e-06	0.0080616
111.56	0.73577	30815.	3.2452e-05	-3.5872	-3.5634	66.148	18.840	49.187	656.48	-0.18703	0.00013534	0.093885	0.0067639	918.28	0.0010890	1.1527	1.9539	115.60	14.654	29.170	183.49	20.464	9.5852e-06	0.0080776
111.67	0.74100	30793.	3.2475e-05	-3.5819	-3.5578	66.196	18.831	49.228	655.56	-0.18541	0.00013495	0.093742	0.0067393	924.60	0.0010816	1.1526	1.9540	115.55	14.664	29.224	183.52	20.424	9.5980e-06	0.0080938
111.78	0.74626	30772.	3.2497e-05	-3.5765	-3.5523	66.244	18.822	49.269	654.65	-0.18379	0.00013456	0.093600	0.0067147	930.95	0.0010742	1.1526	1.9542	115.50	14.674	29.278	183.55	20.384	9.6108e-06	0.0081100
111.90	0.75154	30751.	3.2520e-05	-3.5712	-3.5468	66.292	18.814	49.311	653.73	-0.18215	0.00013418	0.093457	0.0066901	937.34	0.0010669	1.1525	1.9543	115.45	14.685	29.332	183.58	20.344	9.6237e-06	0.0081262
112.01	0.75685	30729.	3.2542e-05	-3.5658	-3.5412	66.340	18.806	49.352	652.81	-0.18051	0.00013379	0.093315	0.0066656	943.76	0.0010596	1.1524	1.9544	115.40	14.695	29.387	183.61	20.304	9.6365e-06	0.0081425
112.12	0.76219	30708.	3.2565e-05	-3.5605	-3.5357	66.388	18.797	49.394	651.89	-0.17886	0.00013341	0.093172	0.0066410	950.21	0.0010524	1.1524	1.9545	115.36	14.705	29.442	183.64	20.265	9.6494e-06	0.0081589
112.23	0.76756	30686.	3.2588e-05	-3.5551	-3.5301	66.436	18.789	49.437	650.97	-0.17720	0.00013303	0.093030	0.0066165	956.70	0.0010453	1.1523	1.9546	115.31	14.716	29.497	183.67	20.225	9.6623e-06	0.0081753
112.34	0.77295	30665.	3.2611e-05	-3.5497	-3.5245	66.484	18.780	49.479	650.05	-0.17553	0.00013264	0.092887	0.0065920	963.23	0.0010382	1.1522	1.9546	115.26	14.726	29.553	183.70	20.186	9.6753e-06	0.0081918
112.45	0.77837	30643.	3.2633e-05	-3.5444	-3.5190	66.532	18.772	49.522	649.13	-0.17385	0.00013226	0.092745	0.0065675	969.79	0.0010312	1.1521	1.9547	115.21	14.737	29.609	183.73	20.147	9.6882e-06	0.0082084
112.56	0.78382	30622.	3.2656e-05	-3.5390	-3.5134	66.580	18.764	49.566	648.21	-0.17217	0.00013188	0.092603	0.0065431	976.39	0.0010242	1.1520	1.9548	115.16	14.748	29.666	183.76	20.107	9.7012e-06	0.0082250
112.68	0.78929	30600.	3.2679e-05	-3.5336	-3.5078	66.628	18.755	49.609	647.28	-0.17047	0.00013151	0.092460	0.0065186	983.02	0.0010173	1.1519	1.9548	115.11	14.758	29.723	183.79	20.068	9.7142e-06	0.0082417
112.79	0.79480	30579.	3.2702e-05	-3.5282	-3.5023	66.676	18.747	49.653	646.36	-0.16876	0.00013113	0.092318	0.0064942	989.68	0.0010104	1.1518	1.9548	115.06	14.769	29.780	183.82	20.029	9.7272e-06	0.0082584
112.90	0.80033	30557.	3.2726e-05	-3.5229	-3.4967	66.723	18.739	49.697	645.43	-0.16705	0.00013075	0.092176	0.0064698	996.39	0.0010036	1.1516	1.9549	115.01	14.780	29.837	183.85	19.990	9.7403e-06	0.0082752
113.01	0.80588	30536.	3.2749e-05	-3.5175	-3.4911	66.771	18.731	49.741	644.51	-0.16532	0.00013038	0.092034	0.0064454	1003.1	0.00099688	1.1515	1.9549	114.96	14.790	29.895	183.87	19.952	9.7534e-06	0.0082921
113.12	0.81147	30514.	3.2772e-05	-3.5121	-3.4855	66.819	18.722	49.786	643.58	-0.16359	0.00013001	0.091892	0.0064211	1009.9	0.00099020	1.1514	1.9549	114.91	14.801	29.954	183.90	19.913	9.7665e-06	0.0083091
113.23	0.81708	30492.	3.2795e-05	-3.5067	-3.4799	66.867	18.714	49.831	642.65	-0.16184	0.00012963	0.091750	0.0063967	1016.7	0.00098356	1.1512	1.9549	114.86	14.812	30.013	183.93	19.874	9.7796e-06	0.0083261
113.34	0.82272	30470.	3.2819e-05	-3.5013	-3.4743	66.915	18.706	49.876	641.72	-0.16009	0.00012926	0.091608	0.0063724	1023.6	0.00097698	1.1511	1.9549	114.81	14.823	30.072	183.96	19.836	9.7927e-06	0.0083432
113.46	0.82839	30449.	3.2842e-05	-3.4959	-3.4687	66.963	18.698	49.922	640.79	-0.15832	0.00012889	0.091466	0.0063481	1030.4	0.00097046	1.1509	1.9548	114.77	14.834	30.131	183.98	19.797	9.8059e-06	0.0083603
113.57	0.83409	30427.	3.2866e-05	-3.4905	-3.4631	67.010	18.690	49.967	639.86	-0.15655	0.00012852	0.091324	0.0063238	1037.4	0.00096398	1.1507	1.9548	114.72	14.845	30.191	184.01	19.759	9.8191e-06	0.0083775
113.68	0.83981	30405.	3.2889e-05	-3.4851	-3.4575	67.058	18.682	50.014	638.93	-0.15476	0.00012815	0.091182	0.0062996	1044.3	0.00095756	1.1506	1.9547	114.67	14.856	30.252	184.04	19.720	9.8323e-06	0.0083948
113.79	0.84557	30383.	3.2913e-05	-3.4797	-3.4518	67.106	18.674	50.060	637.99	-0.15297	0.00012779	0.091040	0.0062753	1051.3	0.00095119	1.1504	1.9547	114.62	14.867	30.312	184.06	19.682	9.8455e-06	0.0084121
113.90	0.85135	30361.	3.2937e-05	-3.4742	-3.4462	67.154	18.666	50.107	637.06	-0.15116	0.00012742	0.090898	0.0062511	1058.3	0.00094487	1.1502	1.9546	114.57	14.878	30.374	184.09	19.644	9.8588e-06	0.0084295
114.01	0.85716	30339.	3.2961e-05	-3.4688	-3.4406	67.201	18.658	50.154	636.12	-0.14935	0.00012706	0.090756	0.0062269	1065.4	0.00093860	1.1500	1.9545	114.52	14.889	30.435	184.11	19.606	9.8721e-06	0.0084470
114.13	0.86300	30317.	3.2984e-05	-3.4634	-3.4349	67.249	18.650	50.201	635.18	-0.14752	0.00012669	0.090614	0.0062027	1072.5	0.00093238	1.1498	1.9545	114.47	14.900	30.497	184.14	19.568	9.8854e-06	0.0084646
114.24	0.86886	30295.	3.3008e-05	-3.4580	-3.4293	67.297	18.642	50.249	634.25	-0.14569	0.00012633	0.090473	0.0061786	1079.7	0.00092621	1.1496	1.9544	114.42	14.911	30.559	184.16	19.530	9.8988e-06	0.0084822
114.35	0.87476	30273.	3.3032e-05	-3.4525	-3.4237	67.345	18.635	50.297	633.31	-0.14384	0.00012597	0.090331	0.0061545	1086.9	0.00092009	1.1494	1.9542	114.38	14.923	30.622	184.19	19.492	9.9121e-06	0.0084999
114.46	0.88068	30251.	3.3057e-05	-3.4471	-3.4180	67.392	18.627	50.345	632.37	-0.14199	0.00012561	0.090190	0.0061303	1094.1	0.00091402	1.1492	1.9541	114.33	14.934	30.685	184.21	19.454	9.9255e-06	0.0085177
114.57	0.88664	30229.	3.3081e-05	-3.4417	-3.4123	67.440	18.619	50.394	631.42	-0.14012	0.00012525	0.090048	0.0061062	1101.3	0.00090799	1.1489	1.9540	114.28	14.945	30.749	184.24	19.417	9.9389e-06	0.0085355
114.68	0.89262	30207.	3.3105e-05	-3.4362	-3.4067	67.488	18.611	50.443	630.48	-0.13824	0.00012489	0.089906	0.0060822	1108.6	0.00090201	1.1487	1.9539	114.23	14.957	30.813	184.26	19.379	9.9524e-06	0.0085534
114.79	0.89863	30185.	3.3129e-05	-3.4308	-3.4010	67.535	18.603	50.492	629.54	-0.13635	0.00012453	0.089765	0.0060581	1116.0	0.00089608	1.1485	1.9537	114.18	14.968	30.878	184.28	19.342	9.9659e-06	0.0085714
114.91	0.90467	30163.	3.3154e-05	-3.4253	-3.3953	67.583	18.596	50.542	628.59	-0.13446	0.00012418	0.089624	0.0060341	1123.3	0.00089020	1.1482	1.9535	114.13	14.979	30.943	184.31	19.304	9.9794e-06	0.0085895
115.02	0.91074	30140.	3.3178e-05	-3.4199	-3.3897	67.631	18.588	50.592	627.65	-0.13255	0.00012382	0.089482	0.0060101	1130.8	0.00088436	1.1479	1.9534	114.08	14.991	31.008	184.33	19.267	9.9929e-06	0.0086076
115.13	0.91684	30118.	3.3203e-05	-3.4144	-3.3840	67.678	18.581	50.642	626.70	-0.13063	0.00012347	0.089341	0.0059861	1138.2	0.00087857	1.1477	1.9532	114.04	15.002	31.074	184.35	19.229	1.0006e-05	0.0086258
115.24	0.92296	30096.	3.3227e-05	-3.4090	-3.3783	67.726	18.573	50.693	625.75	-0.12869	0.00012311	0.089200	0.0059621	1145.7	0.00087283	1.1474	1.9530	113.99	15.014	31.140	184.38	19.192	1.0020e-05	0.0086441
115.35	0.92912	30073.	3.3252e-05	-3.4035	-3.3726	67.773	18.565	50.744	624.81	-0.12675	0.00012276	0.089058	0.0059382	1153.2	0.00086712	1.1471	1.9528	113.94	15.026	31.207	184.40	19.155	1.0034e-05	0.0086624
115.46	0.93531	30051.	3.3277e-05	-3.3980	-3.3669	67.821	18.558	50.795	623.86	-0.12480	0.00012241	0.088917	0.0059142	1160.8	0.00086147	1.1468	1.9526	113.89	15.037	31.274	184.42	19.118	1.0047e-05	0.0086809
115.57	0.94152	30029.	3.3302e-05	-3.3925	-3.3612	67.869	18.550	50.847	622.90	-0.12283	0.00012206	0.088776	0.0058903	1168.4	0.00085585	1.1465	1.9523	113.84	15.049	31.342	184.44	19.081	1.0061e-05	0.0086994
115.69	0.94777	30006.	3.3326e-05	-3.3871	-3.3555	67.916	18.543	50.899	621.95	-0.12086	0.00012171	0.088635	0.0058664	1176.1	0.00085028	1.1462	1.9521	113.80	15.061	31.410	184.46	19.044	1.0075e-05	0.0087179
115.80	0.95404	29984.	3.3351e-05	-3.3816	-3.3498	67.964	18.536	50.952	621.00	-0.11887	0.00012136	0.088494	0.0058426	1183.8	0.00084476	1.1459	1.9519	113.75	15.073	31.479	184.48	19.007	1.0088e-05	0.0087366
115.91	0.96035	29961.	3.3377e-05	-3.3761	-3.3441	68.011	18.528	51.004	620.05	-0.11687	0.00012102	0.088353	0.0058187	1191.5	0.00083927	1.1456	1.9516	113.70	15.084	31.548	184.51	18.971	1.0102e-05	0.0087553
116.02	0.96668	29939.	3.3402e-05	-3.3706	-3.3383	68.059	18.521	51.058	619.09	-0.11486	0.00012067	0.088212	0.0057949	1199.3	0.00083383	1.1453	1.9513	113.65	15.096	31.617	184.53	18.934	1.0116e-05	0.0087742
116.13	0.97305	29916.	3.3427e-05	-3.3651	-3.3326	68.106	18.513	51.111	618.13	-0.11283	0.00012032	0.088071	0.0057711	1207.1	0.00082843	1.1449	1.9510	113.60	15.108	31.687	184.55	18.897	1.0130e-05	0.0087931
116.24	0.97944	29893.	3.3452e-05	-3.3596	-3.3269	68.154	18.506	51.165	617.18	-0.11080	0.00011998	0.087930	0.0057473	1215.0	0.00082307	1.1446	1.9508	113.56	15.120	31.758	184.57	18.861	1.0143e-05	0.0088120
116.35	0.98586	29871.	3.3478e-05	-3.3541	-3.3211	68.202	18.499	51.219	616.22	-0.10875	0.00011964	0.087789	0.0057235	1222.9	0.00081775	1.1443	1.9504	113.51	15.132	31.829	184.59	18.824	1.0157e-05	0.0088311
116.47	0.99232	29848.	3.3503e-05	-3.3486	-3.3154	68.249	18.492	51.274	615.26	-0.10669	0.00011929	0.087648	0.0056998	1230.8	0.00081248	1.1439	1.9501	113.46	15.144	31.901	184.61	18.788	1.0171e-05	0.0088502
116.58	0.99880	29825.	3.3529e-05	-3.3431	-3.3096	68.297	18.484	51.329	614.30	-0.10462	0.00011895	0.087507	0.0056761	1238.8	0.00080724	1.1435	1.9498	113.41	15.157	31.973	184.63	18.752	1.0185e-05	0.0088695
116.69	1.0053	29803.	3.3554e-05	-3.3376	-3.3039	68.344	18.477	51.384	613.33	-0.10254	0.00011861	0.087367	0.0056524	1246.8	0.00080204	1.1432	1.9495	113.36	15.169	32.045	184.64	18.715	1.0199e-05	0.0088888
116.80	1.0119	29780.	3.3580e-05	-3.3321	-3.2981	68.392	18.470	51.440	612.37	-0.10045	0.00011827	0.087226	0.0056287	1254.9	0.00079689	1.1428	1.9491	113.32	15.181	32.118	184.66	18.679	1.0213e-05	0.0089081
116.91	1.0184	29757.	3.3606e-05	-3.3265	-3.2923	68.439	18.463	51.496	611.40	-0.098340	0.00011793	0.087085	0.0056051	1263.0	0.00079177	1.1424	1.9488	113.27	15.193	32.192	184.68	18.643	1.0227e-05	0.0089276
117.02	1.0250	29734.	3.3632e-05	-3.3210	-3.2865	68.487	18.456	51.553	610.44	-0.096220	0.00011759	0.086945	0.0055814	1271.1	0.00078669	1.1420	1.9484	113.22	15.205	32.266	184.70	18.607	1.0241e-05	0.0089472
117.13	1.0317	29711.	3.3657e-05	-3.3155	-3.2808	68.534	18.449	51.610	609.47	-0.094088	0.00011726	0.086804	0.0055578	1279.3	0.00078165	1.1416	1.9480	113.17	15.218	32.341	184.72	18.571	1.0255e-05	0.0089668
117.25	1.0384	29688.	3.3683e-05	-3.3099	-3.2750	68.581	18.442	51.667	608.50	-0.091943	0.00011692	0.086664	0.0055342	1287.6	0.00077665	1.1412	1.9476	113.13	15.230	32.416	184.74	18.535	1.0269e-05	0.0089865
117.36	1.0450	29665.	3.3710e-05	-3.3044	-3.2692	68.629	18.435	51.725	607.53	-0.089786	0.00011659	0.086523	0.0055107	1295.9	0.00077168	1.1407	1.9472	113.08	15.243	32.492	184.75	18.499	1.0283e-05	0.0090063
117.47	1.0518	29642.	3.3736e-05	-3.2989	-3.2634	68.676	18.428	51.783	606.56	-0.087616	0.00011625	0.086383	0.0054871	1304.2	0.00076675	1.1403	1.9468	113.03	15.255	32.568	184.77	18.464	1.0298e-05	0.0090262
117.58	1.0585	29619.	3.3762e-05	-3.2933	-3.2576	68.724	18.421	51.842	605.59	-0.085433	0.00011592	0.086243	0.0054636	1312.6	0.00076186	1.1399	1.9463	112.98	15.268	32.645	184.79	18.428	1.0312e-05	0.0090462
117.69	1.0653	29596.	3.3788e-05	-3.2878	-3.2518	68.771	18.415	51.901	604.62	-0.083237	0.00011559	0.086102	0.0054401	1321.0	0.00075701	1.1394	1.9459	112.93	15.280	32.722	184.80	18.392	1.0326e-05	0.0090663
117.80	1.0722	29573.	3.3815e-05	-3.2822	-3.2459	68.819	18.408	51.961	603.64	-0.081027	0.00011525	0.085962	0.0054166	1329.4	0.00075219	1.1390	1.9454	112.89	15.293	32.800	184.82	18.357	1.0340e-05	0.0090864
117.92	1.0790	29550.	3.3841e-05	-3.2766	-3.2401	68.866	18.401	52.020	602.67	-0.078805	0.00011492	0.085822	0.0053932	1338.0	0.00074741	1.1385	1.9450	112.84	15.306	32.879	184.84	18.321	1.0354e-05	0.0091067
118.03	1.0859	29526.	3.3868e-05	-3.2711	-3.2343	68.914	18.394	52.081	601.69	-0.076569	0.00011459	0.085682	0.0053698	1346.5	0.00074267	1.1380	1.9445	112.79	15.319	32.958	184.85	18.286	1.0369e-05	0.0091270
118.14	1.0928	29503.	3.3895e-05	-3.2655	-3.2285	68.961	18.388	52.142	600.71	-0.074320	0.00011427	0.085542	0.0053463	1355.1	0.00073795	1.1376	1.9440	112.74	15.331	33.038	184.87	18.250	1.0383e-05	0.0091474
118.25	1.0998	29480.	3.3922e-05	-3.2599	-3.2226	69.009	18.381	52.203	599.73	-0.072057	0.00011394	0.085402	0.0053230	1363.7	0.00073328	1.1371	1.9435	112.70	15.344	33.118	184.88	18.215	1.0398e-05	0.0091680
118.36	1.1067	29456.	3.3948e-05	-3.2543	-3.2168	69.056	18.374	52.264	598.75	-0.069781	0.00011361	0.085261	0.0052996	1372.4	0.00072864	1.1366	1.9430	112.65	15.357	33.199	184.90	18.180	1.0412e-05	0.0091886
118.47	1.1137	29433.	3.3975e-05	-3.2487	-3.2109	69.103	18.368	52.326	597.77	-0.067491	0.00011328	0.085121	0.0052762	1381.2	0.00072403	1.1361	1.9425	112.60	15.370	33.280	184.91	18.144	1.0426e-05	0.0092093
118.58	1.1208	29410.	3.4003e-05	-3.2432	-3.2050	69.151	18.361	52.389	596.79	-0.065187	0.00011296	0.084982	0.0052529	1389.9	0.00071946	1.1356	1.9419	112.55	15.383	33.363	184.93	18.109	1.0441e-05	0.0092301
118.70	1.1279	29386.	3.4030e-05	-3.2376	-3.1992	69.198	18.355	52.452	595.81	-0.062869	0.00011263	0.084842	0.0052296	1398.8	0.00071492	1.1350	1.9414	112.51	15.396	33.445	184.94	18.074	1.0455e-05	0.0092510
118.81	1.1350	29363.	3.4057e-05	-3.2320	-3.1933	69.246	18.348	52.515	594.82	-0.060537	0.00011231	0.084702	0.0052063	1407.6	0.00071041	1.1345	1.9408	112.46	15.409	33.529	184.95	18.039	1.0470e-05	0.0092720
118.92	1.1421	29339.	3.4084e-05	-3.2264	-3.1874	69.293	18.342	52.579	593.83	-0.058191	0.00011199	0.084562	0.0051831	1416.5	0.00070594	1.1340	1.9402	112.41	15.423	33.613	184.97	18.004	1.0485e-05	0.0092930
119.03	1.1493	29315.	3.4112e-05	-3.2207	-3.1815	69.341	18.335	52.644	592.85	-0.055831	0.00011166	0.084422	0.0051599	1425.5	0.00070150	1.1334	1.9396	112.36	15.436	33.697	184.98	17.969	1.0499e-05	0.0093142
119.14	1.1565	29292.	3.4139e-05	-3.2151	-3.1756	69.388	18.329	52.709	591.86	-0.053456	0.00011134	0.084283	0.0051367	1434.5	0.00069709	1.1329	1.9390	112.32	15.449	33.782	184.99	17.934	1.0514e-05	0.0093355
119.25	1.1637	29268.	3.4167e-05	-3.2095	-3.1697	69.435	18.323	52.774	590.86	-0.051067	0.00011102	0.084143	0.0051135	1443.6	0.00069272	1.1323	1.9384	112.27	15.462	33.868	185.01	17.900	1.0528e-05	0.0093569
119.36	1.1710	29244.	3.4195e-05	-3.2039	-3.1638	69.483	18.316	52.840	589.87	-0.048662	0.00011070	0.084003	0.0050903	1452.7	0.00068838	1.1317	1.9378	112.22	15.476	33.955	185.02	17.865	1.0543e-05	0.0093783
119.48	1.1783	29221.	3.4222e-05	-3.1983	-3.1579	69.530	18.310	52.906	588.88	-0.046244	0.00011038	0.083864	0.0050672	1461.9	0.00068406	1.1311	1.9372	112.18	15.489	34.042	185.03	17.830	1.0558e-05	0.0093999
119.59	1.1856	29197.	3.4250e-05	-3.1926	-3.1520	69.578	18.304	52.973	587.89	-0.043810	0.00011007	0.083724	0.0050441	1471.1	0.00067978	1.1306	1.9365	112.13	15.503	34.130	185.04	17.795	1.0573e-05	0.0094216
119.70	1.1930	29173.	3.4278e-05	-3.1870	-3.1461	69.625	18.298	53.040	586.89	-0.041361	0.00010975	0.083585	0.0050210	1480.3	0.00067553	1.1300	1.9358	112.08	15.516	34.218	185.06	17.761	1.0588e-05	0.0094433
119.81	1.2004	29149.	3.4306e-05	-3.1813	-3.1402	69.672	18.292	53.108	585.89	-0.038897	0.00010943	0.083445	0.0049979	1489.6	0.00067132	1.1293	1.9352	112.03	15.530	34.308	185.07	17.726	1.0602e-05	0.0094652
119.92	1.2078	29125.	3.4335e-05	-3.1757	-3.1342	69.720	18.286	53.176	584.89	-0.036418	0.00010912	0.083306	0.0049748	1499.0	0.00066713	1.1287	1.9345	111.99	15.544	34.398	185.08	17.692	1.0617e-05	0.0094872
120.03	1.2153	29101.	3.4363e-05	-3.1700	-3.1283	69.767	18.280	53.245	583.89	-0.033923	0.00010880	0.083167	0.0049518	1508.4	0.00066297	1.1281	1.9338	111.94	15.557	34.488	185.09	17.657	1.0632e-05	0.0095093
120.14	1.2228	29077.	3.4391e-05	-3.1644	-3.1223	69.815	18.274	53.315	582.89	-0.031413	0.00010849	0.083027	0.0049288	1517.8	0.00065884	1.1275	1.9331	111.89	15.571	34.579	185.10	17.623	1.0647e-05	0.0095315
120.26	1.2303	29053.	3.4420e-05	-3.1587	-3.1164	69.862	18.268	53.385	581.89	-0.028888	0.00010817	0.082888	0.0049058	1527.3	0.00065474	1.1268	1.9323	111.84	15.585	34.672	185.11	17.589	1.0662e-05	0.0095537
120.37	1.2378	29029.	3.4448e-05	-3.1530	-3.1104	69.910	18.262	53.455	580.88	-0.026346	0.00010786	0.082749	0.0048829	1536.9	0.00065067	1.1262	1.9316	111.80	15.599	34.764	185.12	17.554	1.0677e-05	0.0095761
120.48	1.2454	29005.	3.4477e-05	-3.1474	-3.1044	69.957	18.256	53.526	579.88	-0.023788	0.00010755	0.082610	0.0048600	1546.5	0.00064663	1.1255	1.9308	111.75	15.613	34.858	185.13	17.520	1.0692e-05	0.0095986
120.59	1.2531	28981.	3.4506e-05	-3.1417	-3.0984	70.004	18.250	53.598	578.87	-0.021215	0.00010724	0.082471	0.0048370	1556.1	0.00064262	1.1248	1.9301	111.70	15.627	34.952	185.14	17.486	1.0708e-05	0.0096212
120.70	1.2607	28956.	3.4535e-05	-3.1360	-3.0925	70.052	18.244	53.670	577.86	-0.018625	0.00010693	0.082331	0.0048142	1565.8	0.00063864	1.1241	1.9293	111.66	15.641	35.047	185.15	17.452	1.0723e-05	0.0096440
120.81	1.2684	28932.	3.4564e-05	-3.1303	-3.0865	70.099	18.238	53.742	576.85	-0.016019	0.00010662	0.082192	0.0047913	1575.6	0.00063468	1.1234	1.9285	111.61	15.655	35.143	185.16	17.418	1.0738e-05	0.0096668
120.92	1.2761	28908.	3.4593e-05	-3.1246	-3.0805	70.147	18.233	53.815	575.84	-0.013396	0.00010631	0.082053	0.0047685	1585.4	0.00063076	1.1227	1.9277	111.56	15.669	35.239	185.16	17.384	1.0753e-05	0.0096897
121.04	1.2839	28883.	3.4622e-05	-3.1189	-3.0745	70.194	18.227	53.889	574.83	-0.010757	0.00010600	0.081915	0.0047457	1595.3	0.00062686	1.1220	1.9269	111.51	15.684	35.336	185.17	17.350	1.0769e-05	0.0097128
